id,name,email,linkedin_url,location,education_level,university,years_experience,previous_company,domain_expertise,technical_background,serial_entrepreneur,created_at
founder_157,Joel Alexander,roliver@example.com,https://linkedin.com/in/hmclaughlin,Nashville,Bootcamp,Other,3,Google,"['FoodTech', 'E-commerce', 'HRTech']",True,True,2016-06-25
founder_158,Laura Freeman,becky70@example.org,https://linkedin.com/in/frazierphillip,San Francisco,Self-taught,,4,Microsoft,"['IoT', 'HRTech']",False,False,2021-08-28
founder_159,James Roberts,eric37@example.org,https://linkedin.com/in/qchavez,San Francisco,PhD,Caltech,1,Amazon,"['E-commerce', 'LegalTech', 'HealthTech']",True,False,2021-09-20
founder_160,Michelle Davis,joshua47@example.com,https://linkedin.com/in/michael02,Philadelphia,Master's,CMU,3,Startup,"['FinTech', 'MarTech', 'IoT']",True,False,2018-05-29
founder_161,Tracy Brady,davisjoshua@example.com,https://linkedin.com/in/robertmoore,Portland,Bootcamp,,14,Amazon,['CleanTech'],False,True,2025-01-27
founder_162,William George,traciemoore@example.org,https://linkedin.com/in/christina94,San Francisco,Master's,,21,Consulting,"['LegalTech', 'FoodTech']",False,False,2020-10-11
founder_163,Thomas Morrison,patricia60@example.net,https://linkedin.com/in/kwilliams,Dallas,Bootcamp,Caltech,10,Startup,"['MarTech', 'HealthTech', 'Cybersecurity']",True,False,2018-10-22
founder_164,Sarah Rogers,wjohnson@example.com,https://linkedin.com/in/xwinters,Los Angeles,PhD,,19,Facebook,"['SaaS', 'FoodTech']",True,False,2023-07-06
founder_165,Robert Delgado,justincollier@example.com,https://linkedin.com/in/johnrios,New York,Self-taught,MIT,3,Facebook,['MarTech'],True,False,2017-07-27
founder_166,Christine Steele,sarah84@example.org,https://linkedin.com/in/erinsmith,Philadelphia,Bachelor's,Other,16,Consulting,"['HealthTech', 'CleanTech', 'EdTech']",False,True,2023-10-23
founder_167,Julia Moore,raymondyoung@example.org,https://linkedin.com/in/harrycooke,Chicago,PhD,,18,Tesla,['Cybersecurity'],True,False,2018-06-24
founder_168,Kyle Wagner,jball@example.org,https://linkedin.com/in/brookemcgee,Philadelphia,Self-taught,,18,Apple,['HRTech'],False,True,2023-12-24
founder_169,Stephanie Vaughn,timothymoore@example.com,https://linkedin.com/in/darin18,New York,Self-taught,Other,1,Tesla,"['CleanTech', 'SaaS']",False,False,2016-06-22
founder_170,James Lee,currymegan@example.com,https://linkedin.com/in/monicawhite,Nashville,Self-taught,,19,Apple,"['CleanTech', 'InsurTech', 'PropTech']",True,False,2017-11-28
founder_171,Tamara Baker,richardcrawford@example.org,https://linkedin.com/in/xclark,Atlanta,Self-taught,,3,Facebook,['AgriTech'],False,False,2023-12-22
founder_172,Holly Garrett,fmorrison@example.com,https://linkedin.com/in/richard88,Austin,Bootcamp,,22,Consulting,"['AI/ML', 'MarTech']",True,False,2024-12-05
founder_173,William Zimmerman,bryantmichael@example.com,https://linkedin.com/in/brandijohnson,Portland,PhD,MIT,2,Google,"['E-commerce', 'EdTech']",True,True,2021-04-21
founder_174,Victoria Reed,alvin21@example.com,https://linkedin.com/in/palmerdesiree,San Francisco,Self-taught,,0,Google,['EdTech'],False,False,2020-01-08
founder_175,Kimberly Goodman,timothymartinez@example.com,https://linkedin.com/in/jessica03,San Francisco,Bachelor's,,5,Finance,['LegalTech'],True,False,2019-01-07
founder_176,Craig Fields,eferguson@example.org,https://linkedin.com/in/benjaminsmith,Miami,Master's,UC Berkeley,19,Microsoft,['LegalTech'],False,False,2017-09-24
founder_177,Alicia Wilson,nicholasnguyen@example.com,https://linkedin.com/in/amanda31,Phoenix,Bachelor's,Other,2,Consulting,['Cybersecurity'],True,False,2025-02-27
founder_178,Yvonne Spencer,megan64@example.org,https://linkedin.com/in/gomezvincent,Denver,Master's,,12,Tesla,"['IoT', 'LegalTech']",False,False,2020-05-16
founder_179,Patrick Whitney,jessica39@example.net,https://linkedin.com/in/william25,Chicago,Bootcamp,Harvard,25,Google,"['InsurTech', 'AI/ML', 'SaaS']",False,False,2016-03-13
founder_180,Allison Watson,john39@example.com,https://linkedin.com/in/rogerelliott,Miami,Self-taught,,14,Google,['PropTech'],True,False,2017-08-03
founder_181,Donald Melton,samanthachan@example.com,https://linkedin.com/in/david90,Boston,Bachelor's,Harvard,0,Amazon,['EdTech'],False,False,2019-05-11
founder_182,Dr. Chelsea Padilla,jessicamiller@example.org,https://linkedin.com/in/samuel17,Chicago,PhD,Other,16,Tesla,"['Gaming', 'MarTech']",True,False,2024-10-07
founder_183,Kimberly Holmes,cwilson@example.com,https://linkedin.com/in/caroline39,San Diego,Master's,UC Berkeley,17,Apple,"['Cybersecurity', 'AI/ML', 'InsurTech']",False,False,2025-01-01
founder_184,Gwendolyn Hines,wbradley@example.com,https://linkedin.com/in/christopher45,Austin,PhD,Stanford,13,Finance,['AI/ML'],True,False,2020-12-10
founder_185,Joseph Perez,swansonanthony@example.org,https://linkedin.com/in/ashleyharmon,Philadelphia,Bachelor's,,6,Microsoft,"['FinTech', 'HealthTech', 'LegalTech']",True,False,2025-04-01
founder_186,Melissa Fischer,angela42@example.org,https://linkedin.com/in/yhuff,Atlanta,Bootcamp,UC Berkeley,12,Microsoft,"['Gaming', 'Cybersecurity', 'AgriTech']",True,True,2023-08-19
founder_187,Mark Carlson,adrian98@example.net,https://linkedin.com/in/millerdavid,San Francisco,Bootcamp,Caltech,19,Finance,['HealthTech'],False,False,2023-12-03
founder_188,Vincent Mitchell,tina00@example.org,https://linkedin.com/in/davidsonronald,Austin,Master's,Other,13,Facebook,"['Blockchain', 'AgriTech', 'InsurTech']",True,True,2020-01-26
founder_189,Carol Johnston,butlerjonathan@example.org,https://linkedin.com/in/kruiz,Portland,Master's,UC Berkeley,15,Apple,['EdTech'],True,False,2018-06-29
founder_190,Donald Ramos,ydelacruz@example.org,https://linkedin.com/in/goodmanjennifer,Los Angeles,Bachelor's,,6,Tesla,"['Cybersecurity', 'E-commerce', 'HRTech']",False,False,2020-02-04
founder_191,Marilyn Smith,newtonnicholas@example.org,https://linkedin.com/in/hillgabrielle,New York,Master's,,1,Startup,"['AgriTech', 'HRTech', 'LegalTech']",True,False,2015-07-29
founder_192,Yvonne Banks DVM,hmorse@example.org,https://linkedin.com/in/hamiltonnathaniel,Phoenix,PhD,CMU,9,Facebook,['HealthTech'],True,True,2024-03-06
founder_193,Dalton Mills,jamesgibson@example.com,https://linkedin.com/in/jonathan16,Seattle,Master's,Caltech,16,Amazon,"['PropTech', 'AgriTech', 'LegalTech']",False,False,2024-09-26
founder_194,Wendy Butler,michellehenderson@example.com,https://linkedin.com/in/maddoxpenny,Chicago,Master's,UC Berkeley,12,Apple,['AgriTech'],False,False,2023-10-27
founder_195,Benjamin Hill,qmedina@example.net,https://linkedin.com/in/fhall,Seattle,Self-taught,Other,9,Microsoft,"['CleanTech', 'HealthTech', 'InsurTech']",False,False,2022-10-08
founder_196,Vanessa Nelson,andrewrichards@example.com,https://linkedin.com/in/awilliams,Dallas,Bachelor's,CMU,22,Facebook,['HealthTech'],True,False,2019-09-06
founder_197,Jennifer Cook,williamscynthia@example.org,https://linkedin.com/in/silvakatherine,New York,Self-taught,Caltech,9,Consulting,['AI/ML'],True,False,2017-06-29
founder_198,Brian Smith,jacobhoffman@example.org,https://linkedin.com/in/david85,Miami,PhD,CMU,10,Startup,"['IoT', 'Cybersecurity']",True,False,2016-06-06
founder_199,Taylor Gibson,fpetersen@example.com,https://linkedin.com/in/dhernandez,Nashville,PhD,MIT,8,Finance,['HealthTech'],False,False,2020-11-19
founder_200,Theresa Kim,matthew99@example.net,https://linkedin.com/in/hardingchristopher,Austin,Bootcamp,,14,Startup,"['Gaming', 'MarTech']",True,True,2016-07-16
founder_201,Gabrielle Clark,christian10@example.net,https://linkedin.com/in/wflores,San Francisco,Master's,,23,Tesla,"['FinTech', 'E-commerce']",True,False,2021-10-30
founder_202,Tiffany Reyes,shortcynthia@example.org,https://linkedin.com/in/whitejames,Denver,Bootcamp,CMU,4,Facebook,['PropTech'],False,True,2019-02-21
founder_203,Glenn Flores,christopherrogers@example.net,https://linkedin.com/in/alexander37,Seattle,Bootcamp,,2,Amazon,"['AgriTech', 'PropTech', 'Cybersecurity']",True,False,2023-05-20
founder_204,Stephanie Skinner,dvillanueva@example.com,https://linkedin.com/in/fraziertracy,Boston,Master's,Stanford,6,Startup,['E-commerce'],False,False,2016-05-22
founder_205,Mark Gardner,frankhall@example.org,https://linkedin.com/in/meghanhaas,New York,PhD,Harvard,24,Consulting,"['SaaS', 'AgriTech']",False,False,2016-01-24
founder_206,Felicia Smith,cpetersen@example.net,https://linkedin.com/in/rjackson,Denver,Self-taught,UC Berkeley,0,Google,"['PropTech', 'SaaS']",False,False,2015-12-26
founder_207,Emily Rodgers,denise45@example.org,https://linkedin.com/in/brianbrooks,Austin,PhD,,23,Google,['Blockchain'],True,False,2022-09-01
founder_208,Jessica Edwards,zjenkins@example.net,https://linkedin.com/in/xpayne,Denver,PhD,Stanford,5,Google,['Gaming'],True,False,2021-05-24
founder_209,Carolyn Villarreal,ehunt@example.net,https://linkedin.com/in/dmiles,Washington DC,Self-taught,MIT,3,Consulting,"['Gaming', 'IoT', 'Cybersecurity']",True,False,2018-03-11
founder_210,Jasmine Jordan,stephaniemurphy@example.net,https://linkedin.com/in/amandawilliams,New York,Master's,Caltech,18,Amazon,['HRTech'],True,False,2018-03-30
founder_211,Amber Vincent,tammy78@example.net,https://linkedin.com/in/ramoswilliam,San Francisco,PhD,Caltech,22,Facebook,"['E-commerce', 'Gaming', 'FinTech']",True,False,2016-10-10
founder_212,Scott Thomas DVM,jonathanbrown@example.net,https://linkedin.com/in/william36,Phoenix,Bachelor's,Stanford,22,Tesla,"['PropTech', 'Gaming', 'SaaS']",True,True,2016-03-11
founder_213,Mary Fields,ejones@example.org,https://linkedin.com/in/kelsey04,Nashville,Master's,UC Berkeley,6,Apple,"['Gaming', 'LegalTech', 'IoT']",True,False,2024-10-24
founder_214,Corey Turner,matthewflores@example.com,https://linkedin.com/in/raymondmarshall,Atlanta,Master's,Stanford,14,Amazon,"['CleanTech', 'Cybersecurity', 'LegalTech']",False,False,2016-09-04
founder_215,Scott Hester,saracummings@example.org,https://linkedin.com/in/abigail99,New York,Bootcamp,Other,22,Google,"['CleanTech', 'AgriTech']",False,False,2019-02-12
founder_216,Kevin Nash,davidlee@example.net,https://linkedin.com/in/james42,New York,Self-taught,UC Berkeley,19,Facebook,"['IoT', 'PropTech', 'HRTech']",False,False,2016-01-15
founder_217,Bradley Rodgers,againes@example.org,https://linkedin.com/in/saradiaz,New York,PhD,UC Berkeley,9,Facebook,"['HealthTech', 'LegalTech', 'IoT']",False,True,2025-03-11
founder_218,Robert Jensen,victoriamurillo@example.org,https://linkedin.com/in/johnedwards,Boston,Bachelor's,Harvard,14,Startup,"['AI/ML', 'LegalTech']",True,False,2019-11-04
founder_219,Abigail Peters,harpernichole@example.net,https://linkedin.com/in/alejandramorgan,Atlanta,PhD,,8,Tesla,"['FinTech', 'HealthTech']",True,False,2017-12-09
founder_220,Louis Robertson,pamela65@example.org,https://linkedin.com/in/danielcopeland,Nashville,PhD,,5,Tesla,"['AI/ML', 'Cybersecurity']",False,False,2023-06-13
founder_221,Jennifer Melton,hodgejuan@example.com,https://linkedin.com/in/saraanderson,Portland,Self-taught,Harvard,16,Microsoft,['FinTech'],False,False,2015-10-24
founder_222,Gary Gonzalez,zprice@example.org,https://linkedin.com/in/matthewwhite,Nashville,Bachelor's,CMU,18,Amazon,"['InsurTech', 'Blockchain']",True,False,2016-12-25
founder_223,Hannah Saunders,jacksonramos@example.org,https://linkedin.com/in/callahanlinda,Atlanta,PhD,,5,Tesla,"['FoodTech', 'LegalTech', 'EdTech']",True,False,2015-08-02
founder_224,Melissa Lopez,karencombs@example.net,https://linkedin.com/in/nicolewhite,Washington DC,Bootcamp,Other,22,Apple,['Blockchain'],True,False,2024-04-24
founder_225,Mark Spears,kingeric@example.com,https://linkedin.com/in/jerrydavis,Los Angeles,Bachelor's,Other,25,Apple,"['HRTech', 'InsurTech', 'PropTech']",True,False,2022-08-10
founder_226,Andrew Gentry,amberali@example.net,https://linkedin.com/in/loribrown,Atlanta,Bootcamp,CMU,24,Finance,"['LegalTech', 'FinTech', 'HealthTech']",True,False,2019-03-06
founder_227,Brett Jones,bryan87@example.net,https://linkedin.com/in/patrick25,Portland,Bachelor's,Other,24,Facebook,"['PropTech', 'Gaming']",False,True,2015-06-14
founder_228,Bryan Smith,jeffrey25@example.com,https://linkedin.com/in/angela16,Philadelphia,Self-taught,,10,Consulting,"['FinTech', 'InsurTech']",True,False,2020-10-07
founder_229,Sally Kennedy,martinezlarry@example.net,https://linkedin.com/in/watkinstyler,Nashville,Self-taught,Stanford,11,Consulting,"['AgriTech', 'CleanTech']",True,False,2017-08-21
founder_230,Gregory Gay,rross@example.com,https://linkedin.com/in/ashley16,Austin,Bootcamp,,1,Amazon,"['CleanTech', 'Blockchain', 'SaaS']",False,False,2023-05-13
founder_231,Vicki Carter,ferickson@example.net,https://linkedin.com/in/kristophercruz,San Diego,PhD,Stanford,0,Google,"['InsurTech', 'Gaming', 'EdTech']",True,False,2019-05-12
founder_232,Alan Howe,duncanjeremy@example.com,https://linkedin.com/in/victoriamiller,Philadelphia,PhD,CMU,17,Startup,"['HealthTech', 'E-commerce', 'InsurTech']",False,True,2018-07-30
founder_233,Joshua Cunningham,ericjohnson@example.net,https://linkedin.com/in/carolgarcia,Nashville,Master's,Stanford,22,Facebook,"['EdTech', 'InsurTech', 'Gaming']",True,False,2023-08-18
founder_234,Martha White,vrodriguez@example.org,https://linkedin.com/in/francisco10,Boston,PhD,Stanford,14,Amazon,"['E-commerce', 'Gaming', 'Blockchain']",False,False,2022-06-23
founder_235,David Obrien,stanleyryan@example.org,https://linkedin.com/in/brittanymartinez,Seattle,Bootcamp,,18,Startup,"['E-commerce', 'AI/ML']",False,True,2024-06-19
founder_236,David Greer,znelson@example.com,https://linkedin.com/in/thomas35,Phoenix,Bootcamp,Other,9,Google,"['FinTech', 'MarTech']",True,False,2017-05-21
founder_237,Alicia Nixon,justinharrison@example.org,https://linkedin.com/in/pevans,Miami,PhD,Other,13,Tesla,['Blockchain'],True,True,2020-07-17
founder_238,Sean Duncan,ithomas@example.net,https://linkedin.com/in/rodney70,San Diego,PhD,MIT,16,Google,"['FoodTech', 'AgriTech']",False,False,2022-09-27
founder_239,Robyn Mcguire,velasquezdavid@example.net,https://linkedin.com/in/gwilson,Austin,Master's,UC Berkeley,9,Facebook,"['IoT', 'CleanTech', 'Cybersecurity']",True,False,2025-03-27
founder_240,Martin Maldonado,paigecortez@example.net,https://linkedin.com/in/vrussell,San Diego,Bootcamp,MIT,3,Tesla,"['HealthTech', 'Gaming', 'EdTech']",False,False,2016-05-29
founder_241,Kevin Hunt,xsoto@example.com,https://linkedin.com/in/danielle79,Austin,PhD,,8,Apple,['IoT'],True,True,2016-02-26
founder_242,Douglas Ortega,cassandra96@example.com,https://linkedin.com/in/jwood,Boston,Bootcamp,MIT,10,Startup,"['FinTech', 'E-commerce']",True,False,2023-11-05
founder_243,Peggy Lewis,gcarpenter@example.net,https://linkedin.com/in/smalltoni,Portland,Bootcamp,Caltech,1,Apple,"['E-commerce', 'SaaS']",True,False,2021-05-22
founder_244,Kristin Padilla,turnerjon@example.net,https://linkedin.com/in/owenjames,Portland,Self-taught,,15,Google,"['FoodTech', 'Gaming', 'AgriTech']",False,False,2021-08-13
founder_245,David Carter,hannahrice@example.net,https://linkedin.com/in/blester,Seattle,Self-taught,Stanford,25,Google,['FinTech'],False,False,2024-02-03
founder_246,Bailey Jones,bporter@example.org,https://linkedin.com/in/hawkinssteve,San Francisco,Bachelor's,Other,8,Amazon,"['SaaS', 'Cybersecurity', 'HealthTech']",True,False,2025-03-23
founder_247,Joshua Duncan,robertsonhayden@example.net,https://linkedin.com/in/stephanie51,Washington DC,Bachelor's,UC Berkeley,13,Consulting,"['PropTech', 'AgriTech', 'MarTech']",False,False,2016-02-21
founder_248,Geoffrey Miller,christina05@example.org,https://linkedin.com/in/woodamanda,Dallas,Self-taught,Caltech,0,Apple,"['MarTech', 'LegalTech', 'IoT']",False,False,2025-03-16
founder_249,Jaime Peterson,emily47@example.net,https://linkedin.com/in/marie89,Chicago,Bachelor's,UC Berkeley,22,Amazon,"['FoodTech', 'FinTech']",True,False,2017-12-07
founder_250,Carl Norris,dyerscott@example.org,https://linkedin.com/in/diana38,Atlanta,PhD,Stanford,1,Facebook,"['Gaming', 'HRTech', 'LegalTech']",True,False,2018-08-05
founder_251,Maria Green,felicia91@example.com,https://linkedin.com/in/lambertcourtney,Portland,Master's,MIT,2,Microsoft,['HRTech'],True,False,2023-06-11
founder_252,Destiny Douglas,tommy75@example.org,https://linkedin.com/in/ushields,San Diego,Master's,Harvard,13,Finance,"['LegalTech', 'HRTech', 'MarTech']",False,False,2023-12-19
founder_253,Benjamin Morris,scottzoe@example.net,https://linkedin.com/in/christopherbird,Phoenix,Bootcamp,MIT,17,Apple,"['PropTech', 'MarTech']",False,False,2019-05-14
founder_254,Scott Holden,sweeneynicholas@example.org,https://linkedin.com/in/hensleyholly,Philadelphia,PhD,,2,Microsoft,['IoT'],True,True,2025-03-13
founder_255,Sheila Diaz,whitesteven@example.com,https://linkedin.com/in/charles35,Boston,PhD,Caltech,0,Microsoft,"['Cybersecurity', 'LegalTech']",True,False,2020-01-27
founder_256,Sarah Lopez,matthewstroy@example.net,https://linkedin.com/in/kylegiles,San Francisco,Master's,Harvard,16,Startup,"['FoodTech', 'FinTech', 'Blockchain']",True,False,2022-09-13
founder_257,Jeffrey Hernandez,adamritter@example.net,https://linkedin.com/in/frazierlindsay,Atlanta,Bachelor's,,8,Google,"['FoodTech', 'Cybersecurity', 'MarTech']",True,False,2024-02-14
founder_258,Cassandra Fischer,dunncharles@example.net,https://linkedin.com/in/richard44,Phoenix,Bachelor's,Caltech,9,Startup,"['LegalTech', 'AI/ML']",True,False,2023-08-23
founder_259,Crystal Donaldson,jon70@example.com,https://linkedin.com/in/bmunoz,Chicago,Bootcamp,Harvard,9,Apple,"['EdTech', 'PropTech', 'E-commerce']",True,False,2017-03-13
founder_260,Joshua Pierce,tharris@example.com,https://linkedin.com/in/kimberly53,Denver,Self-taught,,14,Finance,['CleanTech'],True,True,2023-09-10
founder_261,Kaitlyn Buchanan,lpage@example.net,https://linkedin.com/in/joycejason,San Diego,Bachelor's,MIT,8,Tesla,"['HealthTech', 'EdTech', 'SaaS']",True,False,2017-05-22
founder_262,Wayne Davis,fmiller@example.net,https://linkedin.com/in/angelascott,Austin,PhD,,24,Facebook,"['AgriTech', 'HealthTech']",False,False,2019-08-17
founder_263,Danielle Johnson,buchananamber@example.com,https://linkedin.com/in/vaughnjoshua,Seattle,Master's,CMU,0,Consulting,['MarTech'],True,False,2024-12-31
founder_264,Tina Massey,derrick37@example.com,https://linkedin.com/in/zachary71,Chicago,PhD,,2,Startup,"['MarTech', 'AI/ML', 'AgriTech']",False,False,2022-09-05
founder_265,Courtney Donovan,hcontreras@example.net,https://linkedin.com/in/joseph26,Washington DC,PhD,Other,7,Startup,['Blockchain'],True,False,2018-10-24
founder_266,Gregory Ford,pdavenport@example.org,https://linkedin.com/in/matthewhaynes,Nashville,Master's,Caltech,19,Tesla,['CleanTech'],True,False,2022-12-27
founder_267,Kevin Reynolds,icurtis@example.com,https://linkedin.com/in/john64,San Diego,Bachelor's,Caltech,10,Apple,"['AI/ML', 'Blockchain', 'HealthTech']",False,False,2023-01-18
founder_268,Manuel Cannon,robin89@example.com,https://linkedin.com/in/qparks,Austin,Master's,,10,Microsoft,"['AI/ML', 'InsurTech', 'CleanTech']",False,False,2019-05-19
founder_269,Diana Banks,ygreer@example.org,https://linkedin.com/in/marycollins,San Diego,Master's,,23,Facebook,"['HealthTech', 'EdTech']",False,True,2024-05-07
